PhraseId,SentenceId,Phrase,Sentiment,Phrase(Origin),Sentiment(predict),Distance
151596,8269,is a movie where the most notable observation is how long you 've been sitting still .,0,is a movie where the most notable observation is how long you 've been sitting still .,3,3
77042,3963,"A film of empty , fetishistic violence in which murder is casual and fun .",0,"A film of empty , fetishistic violence in which murder is casual and fun .",3,3
110994,5881,populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .,0,populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .,3,3
55662,2783,Koepp 's screenplay is not nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,0,Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,3,3
131555,7089,Works because Reno does not become smug or sanctimonious towards the audience .,4,Works because Reno does n't become smug or sanctimonious towards the audience .,1,3
90164,4692,neither amusing nor dramatic enough to sustain interest,0,neither amusing nor dramatic enough to sustain interest,3,3
90163,4692,is neither amusing nor dramatic enough to sustain interest,0,is neither amusing nor dramatic enough to sustain interest,3,3
144733,7856,"Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",0,"Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",3,3
90039,4684,to term an `` ambitious failure,0,to term an `` ambitious failure,3,3
71271,3636,Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,0,Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,3,3
89868,4677,all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,0,all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,3,3
71549,3650,no chemistry or engaging charisma,0,no chemistry or engaging charisma,3,3
77044,3963,"of empty , fetishistic violence in which murder is casual and fun",0,"of empty , fetishistic violence in which murder is casual and fun",3,3
131121,7067,"There 's absolutely no reason why Blue Crush , a late-summer surfer girl entry , should be as entertaining as it is",3,"There 's absolutely no reason why Blue Crush , a late-summer surfer girl entry , should be as entertaining as it is",0,3
9785,407,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance",0,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance",3,3
56103,2810,A potentially good comic premise and excellent cast are terribly wasted .,1,A potentially good comic premise and excellent cast are terribly wasted .,4,3
97841,5122,it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump,1,it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump,4,3
77246,3974,most horrific movie experience,1,most horrific movie experience,4,3
49653,2434,has made a film of intoxicating atmosphere and little else .,1,has made a film of intoxicating atmosphere and little else .,4,3
89661,4665,as the most offensive action,1,as the most offensive action,4,3
71548,3650,share no chemistry or engaging charisma,0,share no chemistry or engaging charisma,3,3
71622,3654,Less funny than it should be and less funny than it thinks it is .,0,Less funny than it should be and less funny than it thinks it is .,3,3
97971,5132,"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",0,"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",3,3
90774,4724,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .",1,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .",4,3
90824,4726,"all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",0,"all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",3,3
76308,3919,contains very few laughs and even less surprises .,0,contains very few laughs and even less surprises .,3,3
76309,3919,contains very few laughs and even less surprises,0,contains very few laughs and even less surprises,3,3
76310,3919,very few laughs and even less surprises,0,very few laughs and even less surprises,3,3
111429,5912,"to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is not nearly as graphic but much more powerful , brutally shocking and difficult to watch",4,"to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch",1,3
39717,1896,zero compelling storyline,0,zero compelling storyline,3,3
96689,5050,cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks,0,cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks,3,3
90775,4724,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating",1,"Morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating",4,3
140296,7614,"too fancy , not too filling , not too fluffy , but definitely tasty and sweet",4,"too fancy , not too filling , not too fluffy , but definitely tasty and sweet",1,3
71623,3654,Less funny than it should be and less funny than it thinks it is,0,Less funny than it should be and less funny than it thinks it is,3,3
29519,1368,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes ,",3,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes ,",0,3
55461,2768,neither can I think of a very good reason to rush right out and see it,0,neither can I think of a very good reason to rush right out and see it,3,3
96858,5062,is masterly,4,is masterly,1,3
155137,8492,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does not drag an audience down,4,Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down,1,3
39615,1891,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",1,"The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",4,3
140263,7612,The original was not a good movie but this remake makes it look like a masterpiece !,0,The original was n't a good movie but this remake makes it look like a masterpiece !,3,3
29405,1363,What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .,0,What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .,3,3
76608,3939,you wo not feel like it 's wasted yours,4,you wo n't feel like it 's wasted yours,1,3
97970,5132,"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",0,"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",3,3
97975,5132,"of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",0,"of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",3,3
28618,1324,"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",0,"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",3,3
77586,3991,"constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",3,"constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",0,3
130368,7023,"does not understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",0,"does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",3,3
140002,7596,is so relentlessly harmless that it almost wins you over in the end,3,is so relentlessly harmless that it almost wins you over in the end,0,3
110303,5841,one of the year 's worst cinematic tragedies,1,one of the year 's worst cinematic tragedies,4,3
70493,3595,"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",3,"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",0,3
56867,2860,That 's why Sex and Lucia is so alluring .,3,That 's why Sex and Lucia is so alluring .,0,3
70461,3594,"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter",0,"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter",3,3
77585,3991,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",3,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",0,3
28766,1333,remarkably dull with only Caine,0,remarkably dull with only Caine,3,3
77587,3991,"constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human",3,"constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human",0,3
70562,3597,"While Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through",0,"While Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through",3,3
98503,5163,an unfunny movie that thinks it 's hilarious,1,an unfunny movie that thinks it 's hilarious,4,3
77770,3999,a cold-hearted curmudgeon for not being able to enjoy a mindless action movie,0,a cold-hearted curmudgeon for not being able to enjoy a mindless action movie,3,3
149231,8121,"It really is a shame that more wo not get an opportunity to embrace small , sweet ` Evelyn . '",3,"It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '",0,3
8172,338,the most highly-praised disappointments I,1,the most highly-praised disappointments I,4,3
130090,7007,"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",1,"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",4,3
130088,7007,"Snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",1,"Snoots will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers ' time with a gobbler like this .",4,3
149518,8138,"lack a strong-minded viewpoint , or a sense of humor",0,"lack a strong-minded viewpoint , or a sense of humor",3,3
110090,5830,"`` Sorority Boys '' was funnier , and that movie was pretty bad .",0,"`` Sorority Boys '' was funnier , and that movie was pretty bad .",3,3
49374,2416,"If you really want to understand what this story is really all about , you 're far better served by the source material .",0,"If you really want to understand what this story is really all about , you 're far better served by the source material .",3,3
77517,3987,does not make for great cinema,0,does n't make for great cinema,3,3
97976,5132,"boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",0,"boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape",3,3
110421,5849,"The actors are simply too good , and the story too intriguing ,",4,"The actors are simply too good , and the story too intriguing ,",1,3
