PhraseId,SentenceId,Phrase,Sentiment,Phrase(Origin),Sentiment(predict),Distance
143309,7779,be power outage dure your screen so you can get your money back,0,be a power outage during your screening so you can get your money back,4,4
72298,3695,"guess space station in year can be cross off list of idea for inevit future sequel -LRB- hey , do n't shoot messenger -RRB-",0,"guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-",4,4
107940,5709,"Uplifting as only document of worst possibility of mankind can be , among best film of year .",4,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",0,4
22703,1028,by all Queen 's Men be allegedly `` inspir '' be lot funnier more deftly enact than what 's be cobble together onscreen,0,by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen,4,4
119896,6412,"era of intelligent , well-mad B movie be long go",0,"the era of the intelligent , well-made B movie is long gone",4,4
150642,8211,mess of movie be nothing short of travesty of transvestit comedy .,0,This mess of a movie is nothing short of a travesty of a transvestite comedy .,4,4
119894,6412,"again that era of intelligent , well-mad B movie be long go",0,"again that the era of the intelligent , well-made B movie is long gone",4,4
119884,6412,"arrive for incongru summer playoff , demonstrate yet again that era of intelligent , well-mad B movie be long go",0,"arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone",4,4
102448,5392,Forget about Oscar nomination for Julianne Moore year,0,Forget about one Oscar nomination for Julianne Moore this year,4,4
34299,1611,"Hugely entertain from start to finish , feature fall from grace still leave shockwaves , it will gratify anyone who have ever suspect Hollywood of be overrun by corrupt hedonist weasel .",4,"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",0,4
38470,1833,"you 're as happi listen to movie as you be watch them , slow parade of human frailty fascinates you",4,"you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you",0,4
140625,7630,sure to ultimately disappoint action fan,0,sure to ultimately disappoint the action fans,4,4
22697,1028,that ` true story ' by all Queen 's Men be allegedly `` inspir '' be lot funnier more deftly enact than what 's be cobble together onscreen,0,that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen,4,4
119536,6390,fashion engross entertainment out of almost sure-fire prescription for critic commerci disaster,4,fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster,0,4
8853,369,"Once expectation of laughter have be quash by obscenity be at hand , even funniest idea be n't funni .",0,"Once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",4,4
132433,7142,"Extremely well act by primari actor , be seriously intend movie be not easily forget .",4,"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",0,4
106975,5649,"it may not be great piece of filmmaking ,",0,"It may not be a great piece of filmmaking ,",4,4
151700,8276,"almost completely dri of humor , verve fun",0,"almost completely dry of humor , verve and fun",4,4
151697,8276,"bleed it almost completely dri of humor , verve fun",0,"bleed it almost completely dry of humor , verve and fun",4,4
151696,8276,"to bleed it almost completely dri of humor , verve fun",0,"to bleed it almost completely dry of humor , verve and fun",4,4
151695,8276,"manages to bleed it almost completely dri of humor , verve fun",0,"manages to bleed it almost completely dry of humor , verve and fun",4,4
151694,8276,"manages to bleed it almost completely dri of humor , verve fun .",0,"manages to bleed it almost completely dry of humor , verve and fun .",4,4
143437,7785,seem altogether too slight to be call kind of masterpiece,0,seems altogether too slight to be called any kind of masterpiece,4,4
69098,3509,Pair that with really poor comed writing ...,0,Pair that with really poor comedic writing ...,4,4
148186,8064,"'s excuse for follow up delight , well-craft family film with computer-gener cold fish",0,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",4,4
143397,7783,be not Edward Burns ' best film,0,is not Edward Burns ' best film,4,4
7014,281,"vile , incoher mess ... scummi ripoff of David Cronenberg 's brilliant ` Videodrome . '",0,"A vile , incoherent mess ... a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . '",4,4
127885,6879,", be most visually unapp .",0,", this is the most visually unappealing .",4,4
92983,4844,"of most moron screenplay of year , full of hole will be obvious even to who be n't look for them",0,"of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them",4,4
124280,6674,", others will find their humor-seek dollar best spend elsewhere .",0,", others will find their humor-seeking dollars best spent elsewhere .",4,4
136958,7408,as intellectu exercise -- unpleas debate 's be give drive of narrat 's be act out -- Believer be nothing less than provoc piece of work,4,as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work,0,4
92880,4838,"predominantly amateur cast be pain to watch , so stilt unconvinc be performance .",0,"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",4,4
92884,4838,predominantly amateur cast be pain to watch,0,predominantly amateur cast is painful to watch,4,4
36642,1735,"can watch , giggle get adrenaline boost without feel like you 've completely lower your entertainment standard .",4,"can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards .",0,4
14352,618,picture be n't all that great to begin with,0,a picture that was n't all that great to begin with,4,4
110255,5839,"be nervi , riski film , Villeneuve have inspire Croze to give herself over completely to torment persona of Bibi",4,"This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi",0,4
136984,7408,be nothing less than provoc piece of work,4,is nothing less than a provocative piece of work,0,4
94803,4946,"Aside from fact that film idiotically use websit feardotcom.com improp hammy performance from poor Stephen Rea , film get add disdain for fact that it be nearly imposs to look at understand .",0,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",4,4
127102,6836,minute into film you ll be white-knuckl unabl to look away .,4,10 minutes into the film you 'll be white-knuckled and unable to look away .,0,4
36643,1735,"can watch , giggle get adrenaline boost without feel like you 've completely lower your entertainment standard",4,"can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards",0,4
36644,1735,"watch , giggle get adrenaline boost without feel like you 've completely lower your entertainment standard",4,"watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards",0,4
6803,273,franchise 's best year be long past,0,the franchise 's best years are long past,4,4
11625,502,"have thrown-togeth feel of summer-camp talent show : hastily write , underrehears , arbitrarily plot",0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted",4,4
94805,4946,from fact that film idiotically use websit feardotcom.com improp hammy performance from poor Stephen Rea,0,from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea,4,4
6798,273,become appar that franchise 's best year be long past,0,become apparent that the franchise 's best years are long past,4,4
92980,4844,"have of most moron screenplay of year , full of hole will be obvious even to who be n't look for them .",0,"has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",4,4
145347,7898,movie be hardly masterpiece,0,The movie is hardly a masterpiece,4,4
98295,5151,have so much fun diss film that they do n't mind ticket cost,0,had so much fun dissing the film that they did n't mind the ticket cost,4,4
49182,2404,"it would be disingenu to call Reno great film ,",0,"It would be disingenuous to call Reno a great film ,",4,4
11624,502,"have thrown-togeth feel of summer-camp talent show : hastily write , underrehears , arbitrarily plot",0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and",4,4
93146,4854,Ya-Ya 's have mani secret be - book be well .,0,The Ya-Ya 's have many secrets and one is - the books are better .,4,4
145348,7898,be hardly masterpiece,0,is hardly a masterpiece,4,4
93529,4876,me wonder if Lawrence hat criticism so much that he refuse to evaluate his own work,0,me wonder if Lawrence hates criticism so much that he refuses to evaluate his own work,4,4
96214,5026,chore to sit through -- despit first-rat performance by it lead,0,a chore to sit through -- despite some first-rate performances by its lead,4,4
96215,5026,chore to sit through -- despit first-rat performance by it lead,0,chore to sit through -- despite some first-rate performances by its lead,4,4
6797,273,have become appar that franchise 's best year be long past,0,has become apparent that the franchise 's best years are long past,4,4
94807,4946,that film idiotically use websit feardotcom.com improp hammy performance from poor Stephen Rea,0,that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea,4,4
94808,4946,film idiotically use websit feardotcom.com improp hammy performance from poor Stephen Rea,0,the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea,4,4
77245,3974,most horrif movie experience,0,The most horrific movie experience,4,4
124283,6674,will find their humor-seek dollar best spend elsewhere,0,will find their humor-seeking dollars best spent elsewhere,4,4
125295,6732,"Depicts sorriest most sordid of human behavior on screen , then laugh at clever it 's be .",0,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",4,4
77244,3974,most horrif movie experience i 've have sinc `` Ca n't Stop Music . '',0,The most horrific movie experience I 've had since `` Ca n't Stop The Music . '',4,4
92012,4788,be kind of engage histor drama Hollywood appear to have give up on in favor of sentiment war movie in vein of ` we Were Soldiers . ',4,is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',0,4
62517,3162,film be never dull,4,the film is never dull,0,4
92014,4788,be kind of engage histor drama Hollywood appear to have give up on in favor of sentiment war movie in vein of ` we Were Soldiers,4,is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers,0,4
149978,8168,"after you laugh once -lrb- maybe twice -RRB- , you will have completely forget movie by time you get back to your car in parking lot .",0,"After you laugh once -LRB- maybe twice -RRB- , you will have completely forgotten the movie by the time you get back to your car in the parking lot .",4,4
21466,961,succeed in diminish his stature from oscar-win master to lowly studio hack,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack,4,4
11816,509,"do nothing react to it - feel part of it grand location , think urgently as protagonist struggle , feel at mercy of it inventiveness , gasp at it visual delight",4,"doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights",0,4
14831,638,offer none-too-origin premise that everyone involve with moviemaking be con artist liar,0,offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar,4,4
21465,961,succeed in diminish his stature from oscar-win master to lowly studio hack .,0,succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,4,4
21464,961,finally succeed in diminish his stature from oscar-win master to lowly studio hack .,0,finally succeeds in diminishing his stature from Oscar-winning master to lowly studio hack .,4,4
21468,961,diminish his stature from oscar-win master to lowly studio hack,0,diminishing his stature from Oscar-winning master to lowly studio hack,4,4
99219,5203,"issue be present in such lousi way , complet with of year 's -LRB- unintentionally -RRB- funniest moment , that it 's imposs to care .",0,"The issues are presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care .",4,4
99220,5203,"be present in such lousi way , complet with of year 's -LRB- unintentionally -RRB- funniest moment , that it 's imposs to care .",0,"are presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care .",4,4
92013,4788,be kind of engage histor drama Hollywood appear to have give up on in favor of sentiment war movie in vein of ` we Were Soldiers .,4,is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers .,0,4
99222,5203,"present in such lousi way , complet with of year 's -LRB- unintentionally -RRB- funniest moment , that it 's imposs to care",0,"presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care",4,4
11811,509,"be , start do nothing react to it - feel part of it grand location , think urgently as protagonist struggle , feel at mercy of it inventiveness , gasp at it visual delight",4,"was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights",0,4
26499,1216,crass insult homage to great film like like it Hot John Wayne classic .,0,A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .,4,4
26500,1216,crass insult homage to great film,0,A crass and insulting homage to great films,4,4
112116,5952,"have film opera exactly as libretto direct , ideally capture opera 's drama lyricism .",4,"has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .",1,3
2474,95,Scarcely worth mention apart from report on number of tumbleweed blow through empti theatre,0,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres,3,3
38770,1849,"it have of funniest joke of movie year , include intend for adult",4,"it has some of the funniest jokes of any movie this year , including those intended for adults",1,3
2475,95,Scarcely worth mention,0,Scarcely worth a mention,3,3
2476,95,Scarcely worth,0,Scarcely worth,3,3
2949,112,then knock yourself out enjoy big screen postcard be self-glorifi Martin Lawrence lovefest .,0,then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .,3,3
140618,7630,mean slam-dunk sure to ultimately disappoint action fan who will be move to edge of their seat by dynam first act,1,no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act,4,3
38769,1849,"becaus it have of funniest joke of movie year , include intend for adult",4,"because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3
72299,3695,"space station in year can be cross off list of idea for inevit future sequel -LRB- hey , do n't shoot messenger -RRB-",1,"a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-",4,3
112117,5952,"have film opera exactly as libretto direct , ideally capture opera 's drama lyricism",4,"has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism",1,3
36750,1742,"as David Letterman Onion have prove , worst of tragedy can be fertil source of humor ,",3,"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor ,",0,3
72369,3699,say obvious : Abandon hope of good movie ye who enter here,0,say the obvious : Abandon all hope of a good movie ye who enter here,3,3
38765,1849,"go by quickly , becaus it have of funniest joke of movie year , include intend for adult",4,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3
72372,3699,Abandon hope of good movie ye who enter here,0,Abandon all hope of a good movie ye who enter here,3,3
72387,3700,be as deep as Petri dish as well-character as telephone book still say it be guilti pleasure,0,is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure,3,3
72368,3699,me say obvious : Abandon hope of good movie ye who enter here,0,me say the obvious : Abandon all hope of a good movie ye who enter here,3,3
72391,3700,be as deep as Petri dish as well-character,0,is as deep as a Petri dish and as well-characterized,3,3
2422,93,"of it music comic antic , through pervers pleasure of watch Disney scrape bottom of it own cracker barrel",0,"of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel",3,3
140616,7630,"by mean slam-dunk sure to ultimately disappoint action fan who will be move to edge of their seat by dynam first act , it still come off as touching , transcend love story .",1,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",4,3
72366,3699,make me say obvious : Abandon hope of good movie ye who enter here .,0,makes me say the obvious : Abandon all hope of a good movie ye who enter here .,3,3
38758,1849,"Parents may even find that it go by quickly , becaus it have of funniest joke of movie year , include intend for adult .",4,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3
38759,1849,"may even find that it go by quickly , becaus it have of funniest joke of movie year , include intend for adult .",4,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3
36791,1743,be origin be present in convince way,0,are neither original nor are presented in convincing way,3,3
38762,1849,"find that it go by quickly , becaus it have of funniest joke of movie year , include intend for adult",4,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3
36787,1743,"have problem , be origin be present in convince way",0,"have problems , which are neither original nor are presented in convincing way",3,3
38763,1849,"that it go by quickly , becaus it have of funniest joke of movie year , include intend for adult",4,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3
36762,1742,", worst of tragedy can be fertil source of humor",3,", the worst of tragedies can be fertile sources of humor",0,3
140617,7630,by mean slam-dunk sure to ultimately disappoint action fan who will be move to edge of their seat by dynam first act,1,By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act,4,3
2473,95,Scarcely worth mention apart from report on number of tumbleweed blow through empti theatre grace with it company .,0,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,3,3
112074,5950,"So fiendishly cunning that even most jade cinema audience will leave auditorium feeling dizzy , confuse , totally disorientate .",3,"So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated .",0,3
113005,6000,"be , truly thankfully , one-of-a-kind work",1,"is , truly and thankfully , a one-of-a-kind work",4,3
72297,3695,"guess space station in year can be cross off list of idea for inevit future sequel -LRB- hey , do n't shoot messenger -RRB- .",1,"guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB- .",4,3
